ID;Информация;Имя;Тип;Подтип;Префикс;TableER;TypeER;ImageFile;Description;ParentDicObject;DicObject;ObjectNumberOPC;Сущность;SortGroup;CountID;SubType
1300000;ПК ЗАРЯ;В работе;Код события;№№;В работе;;;measure;В работе;0;0;;-;;1392;2
1300001;ПК ЗАРЯ;Ошибка обмена со счетчиком;Код события;№№;Ошибка обмена со счетчиком;;;measure;Ошибка обмена со счетчиком;0;0;;-;;1393;2
1300002;ПК ЗАРЯ;Неисправность устройства;Код события;№№;Неисправность устройства;;;measure;Неисправность устройства;0;0;;-;;1394;2
1300003;ПК ЗАРЯ;Неверный пароль;Код события;№№;Неверный пароль;;;measure;Неверный пароль;0;0;;-;;1395;2
1300004;ПК ЗАРЯ;Ошибка сохранения параметров;Код события;№№;Ошибка сохранения параметров;;;measure;Ошибка сохранения параметров;0;0;;-;;1396;2
1300005;ПК ЗАРЯ;Устройство не отвечает;Код события;№№;Устройство не отвечает;;;measure;Устройство не отвечает;0;0;;-;;1397;2
1300006;ПК ЗАРЯ;Невыполнимая команда ;Код события;№№;Невыполнимая команда ;;;measure;Невыполнимая команда ;0;0;;-;;1398;2
1300007;ПК ЗАРЯ;Нет памяти для выполнения команды ;Код события;№№;Нет памяти для выполнения команды ;;;measure;Нет памяти для выполнения команды ;0;0;;-;;1399;2
1300008;ПК ЗАРЯ;Ошибочное подключение устройства;Код события;№№;Ошибочное подключение устройства;;;measure;Ошибочное подключение устройства;0;0;;-;;1400;2
1300009;ПК ЗАРЯ;Канал к счетчику занят другим пользователем;Код события;№№;Канал к счетчику занят другим пользователем;;;measure;Канал к счетчику занят другим пользователем;0;0;;-;;1401;2
1300010;ПК ЗАРЯ;Приняты уставки;Код события;№№;Приняты уставки;;;measure;Приняты уставки;0;0;;-;;1402;2
1300011;ПК ЗАРЯ;Удалены уставки;Код события;№№;Удалены уставки;;;measure;Удалены уставки;0;0;;-;;1403;2
1300012;ПК ЗАРЯ;Ошибка открытия порта;Код события;№№;Ошибка открытия порта;;;measure;Ошибка открытия порта;0;0;;-;;1404;2
1300013;ПК ЗАРЯ;Переполнение очереди;Код события;№№;Переполнение очереди;;;measure;Переполнение очереди;0;0;;-;;1405;2
1300014;ПК ЗАРЯ;Тайм-аут ;Код события;№№;Тайм-аут ;;;measure;Тайм-аут ;0;0;;-;;1406;2
1300015;ПК ЗАРЯ;Произведена замена счетчика;Код события;№№;Произведена замена счетчика;;;measure;Произведена замена счетчика;0;0;;-;;1407;2
1300016;ПК ЗАРЯ;СОЕВ Произведена коррекция времени;Код события;№№;СОЕВ Произведена коррекция времени;;;measure;СОЕВ Произведена коррекция времени;0;0;;-;;1408;2
1300017;ПК ЗАРЯ;Ошибка инициализации порта;Код события;№№;Ошибка инициализации порта;;;measure;Ошибка инициализации порта;0;0;;-;;1409;2
1300018;ПК ЗАРЯ;Отключение питания;Код события;№№;Отключение питания;;;measure;Отключение питания;0;0;;-;;1410;2
1300019;ПК ЗАРЯ;Включение питания;Код события;№№;Включение питания;;;measure;Включение питания;0;0;;-;;1411;2
1300020;ПК ЗАРЯ;Нет данных;Код события;№№;Нет данных;;;measure;Нет данных;0;0;;-;;1412;2
1300021;ПК ЗАРЯ;Ошибка выбранного номера порта;Код события;№№;Ошибка выбранного номера порта;;;measure;Ошибка выбранного номера порта;0;0;;-;;1413;2
1300022;ПК ЗАРЯ;Открыта клеммная крышка;Код события;№№;Открыта клеммная крышка;;;measure;Открыта клеммная крышка;0;0;;-;;1414;2
1300023;ПК ЗАРЯ;Закрыта клеммная крышка;Код события;№№;Закрыта клеммная крышка;;;measure;Закрыта клеммная крышка;0;0;;-;;1415;2
1300024;ПК ЗАРЯ;Несанкционированный доступ к счетчику;Код события;№№;Несанкционированный доступ к счетчику;;;measure;Несанкционированный доступ к счетчику;0;0;;-;;1416;2
1300025;ПК ЗАРЯ;Ua, отсутствие напряжения;Код события;№№;Ua, отсутствие напряжения;;;measure;Ua, отсутствие напряжения;0;0;;-;;1417;2
1300026;ПК ЗАРЯ;Ua, наличие напряжения;Код события;№№;Ua, наличие напряжения;;;measure;Ua, наличие напряжения;0;0;;-;;1418;2
1300027;ПК ЗАРЯ;Ub, отсутствие напряжения;Код события;№№;Ub, отсутствие напряжения;;;measure;Ub, отсутствие напряжения;0;0;;-;;1419;2
1300028;ПК ЗАРЯ;Ub, наличие напряжения;Код события;№№;Ub, наличие напряжения;;;measure;Ub, наличие напряжения;0;0;;-;;1420;2
1300029;ПК ЗАРЯ;Uc, отсутствие напряжения;Код события;№№;Uc, отсутствие напряжения;;;measure;Uc, отсутствие напряжения;0;0;;-;;1421;2
1300030;ПК ЗАРЯ;Uc, наличие напряжения;Код события;№№;Uc, наличие напряжения;;;measure;Uc, наличие напряжения;0;0;;-;;1422;2
1300031;ПК ЗАРЯ;Переход на резервное питание;Код события;№№;Переход на резервное питание;;;measure;Переход на резервное питание;0;0;;-;;1423;2
1300032;ПК ЗАРЯ;Переход на основное питание;Код события;№№;Переход на основное питание;;;measure;Переход на основное питание;0;0;;-;;1424;2
1300033;ПК ЗАРЯ;Самодиагностика прошла успешно;Код события;№№;Самодиагностика прошла успешно;;;measure;Самодиагностика прошла успешно;0;0;;-;;1425;2
1300034;ПК ЗАРЯ;Самодиагностика прошла неудачно;Код события;№№;Самодиагностика прошла неудачно;;;measure;Самодиагностика прошла неудачно;0;0;;-;;1426;2
1300035;ПК ЗАРЯ;Изменение даты счетчика;Код события;№№;Изменение даты счетчика;;;measure;Изменение даты счетчика;0;0;;-;;1427;2
1300036;ПК ЗАРЯ;Изменение пароля в счетчике;Код события;№№;Изменение пароля в счетчике;;;measure;Изменение пароля в счетчике;0;0;;-;;1428;2
1300037;ПК ЗАРЯ;Модификация программы в счетчике;Код события;№№;Модификация программы в счетчике;;;measure;Модификация программы в счетчике;0;0;;-;;1429;2
1300038;ПК ЗАРЯ;Обновление ПО устройства;Код события;№№;Обновление ПО устройства;;;measure;Обновление ПО устройства;0;0;;-;;1430;2
1300039;ПК ЗАРЯ;Ошибка чтения данных из архива;Код события;№№;Ошибка чтения данных из архива;;;measure;Ошибка чтения данных из архива;0;0;;-;;1431;2
1300040;ПК ЗАРЯ;СОЕВ Выход коррекции времени за 5 секунд;Код события;№№;СОЕВ Выход коррекции времени за 5 секунд;;;measure;СОЕВ Выход коррекции времени за 5 секунд;0;0;;-;;1432;2
1300041;ПК ЗАРЯ;Ошибка в файле состояния счетчика;Код события;№№;Ошибка в файле состояния счетчика;;;measure;Ошибка в файле состояния счетчика;0;0;;-;;1433;2
1300042;ПК ЗАРЯ;Ошибка в профиле счетчика;Код события;№№;Ошибка в профиле счетчика;;;measure;Ошибка в профиле счетчика;0;0;;-;;1434;2
1300043;ПК ЗАРЯ;Частота сети за нижней границей нормально допустимых значений;Код события;№№;Частота сети за нижней границей нормально допустимых значений;;;measure;Частота сети за нижней границей нормально допустимых значений;0;0;;-;;1435;2
1300044;ПК ЗАРЯ;Частота сети в диапазоне нормально допустимых значений;Код события;№№;Частота сети в диапазоне нормально допустимых значений;;;measure;Частота сети в диапазоне нормально допустимых значений;0;0;;-;;1436;2
1300045;ПК ЗАРЯ;Частота сети за верхней границей нормально допустимых значений;Код события;№№;Частота сети за верхней границей нормально допустимых значений;;;measure;Частота сети за верхней границей нормально допустимых значений;0;0;;-;;1437;2
1300046;ПК ЗАРЯ;Ua за нижней границей НДЗ;Код события;№№;Ua за нижней границей НДЗ;;;measure;Ua за нижней границей НДЗ;0;0;;-;;1438;2
1300047;ПК ЗАРЯ;Ua в диапазоне НДЗ;Код события;№№;Ua в диапазоне НДЗ;;;measure;Ua в диапазоне НДЗ;0;0;;-;;1439;2
1300048;ПК ЗАРЯ;Ua за верхней границей НДЗ;Код события;№№;Ua за верхней границей НДЗ;;;measure;Ua за верхней границей НДЗ;0;0;;-;;1440;2
1300049;ПК ЗАРЯ;Ub за нижней границей НДЗ;Код события;№№;Ub за нижней границей НДЗ;;;measure;Ub за нижней границей НДЗ;0;0;;-;;1441;2
1300050;ПК ЗАРЯ;Ub в диапазоне НДЗ;Код события;№№;Ub в диапазоне НДЗ;;;measure;Ub в диапазоне НДЗ;0;0;;-;;1442;2
1300051;ПК ЗАРЯ;Ub за верхней границей НДЗ;Код события;№№;Ub за верхней границей НДЗ;;;measure;Ub за верхней границей НДЗ;0;0;;-;;1443;2
1300052;ПК ЗАРЯ;Uc за нижней границей НДЗ;Код события;№№;Uc за нижней границей НДЗ;;;measure;Uc за нижней границей НДЗ;0;0;;-;;1444;2
1300053;ПК ЗАРЯ;Uc в диапазоне НДЗ;Код события;№№;Uc в диапазоне НДЗ;;;measure;Uc в диапазоне НДЗ;0;0;;-;;1445;2
1300054;ПК ЗАРЯ;Uc за верхней границей НДЗ;Код события;№№;Uc за верхней границей НДЗ;;;measure;Uc за верхней границей НДЗ;0;0;;-;;1446;2
1300055;ПК ЗАРЯ;Частота сети за нижней границей предельно допустимых значений ;Код события;№№;Частота сети за нижней границей предельно допустимых значений ;;;measure;Частота сети за нижней границей предельно допустимых значений ;0;0;;-;;1447;2
1300056;ПК ЗАРЯ;Частота сети в диапазоне предельно допустимых значений;Код события;№№;Частота сети в диапазоне предельно допустимых значений;;;measure;Частота сети в диапазоне предельно допустимых значений;0;0;;-;;1464;2
1300057;ПК ЗАРЯ;Частота сети за верхней границей предельно допустимых значений;Код события;№№;Частота сети за верхней границей предельно допустимых значений;;;measure;Частота сети за верхней границей предельно допустимых значений;0;0;;-;;1465;2
1300058;ПК ЗАРЯ;Ua за нижней границей предельно допустимых значений;Код события;№№;Ua за нижней границей предельно допустимых значений;;;measure;Ua за нижней границей предельно допустимых значений;0;0;;-;;1466;2
1300059;ПК ЗАРЯ;Ua в диапазоне предельно допустимых значений;Код события;№№;Ua в диапазоне предельно допустимых значений;;;measure;Ua в диапазоне предельно допустимых значений;0;0;;-;;1467;2
1300060;ПК ЗАРЯ;Ua за верхней границей предельно допустимых значений;Код события;№№;Ua за верхней границей предельно допустимых значений;;;measure;Ua за верхней границей предельно допустимых значений;0;0;;-;;1468;2
1300061;ПК ЗАРЯ;Ub за нижней границей предельно допустимых значений ;Код события;№№;Ub за нижней границей предельно допустимых значений ;;;measure;Ub за нижней границей предельно допустимых значений ;0;0;;-;;1469;2
1300062;ПК ЗАРЯ;Ub в диапазоне предельно допустимых значений;Код события;№№;Ub в диапазоне предельно допустимых значений;;;measure;Ub в диапазоне предельно допустимых значений;0;0;;-;;1470;2
1300063;ПК ЗАРЯ;Ub за верхней границей предельно допустимых значений;Код события;№№;Ub за верхней границей предельно допустимых значений;;;measure;Ub за верхней границей предельно допустимых значений;0;0;;-;;1471;2
1300064;ПК ЗАРЯ;Uc за нижней границей предельно допустимых значений;Код события;№№;Uc за нижней границей предельно допустимых значений;;;measure;Uc за нижней границей предельно допустимых значений;0;0;;-;;1472;2
1300065;ПК ЗАРЯ;Uc в диапазоне предельно допустимых значений ;Код события;№№;Uc в диапазоне предельно допустимых значений ;;;measure;Uc в диапазоне предельно допустимых значений ;0;0;;-;;1473;2
1300066;ПК ЗАРЯ;Uc за верхней границей предельно допустимых значений;Код события;№№;Uc за верхней границей предельно допустимых значений;;;measure;Uc за верхней границей предельно допустимых значений;0;0;;-;;1474;2
1300067;ПК ЗАРЯ;Сброс опроса счетчика ;Код события;№№;Сброс опроса счетчика ;;;measure;Сброс опроса счетчика ;0;0;;-;;1475;2
1300068;ПК ЗАРЯ;Сброс накопленных данных энергии в счетчике;Код события;№№;Сброс накопленных данных энергии в счетчике;;;measure;Сброс накопленных данных энергии в счетчике;0;0;;-;;1476;2
1300069;ПК ЗАРЯ;Завершение запроса за интервал;Код события;№№;Завершение запроса за интервал;;;measure;Завершение запроса за интервал;0;0;;-;;1477;2
1300070;ПК ЗАРЯ;Pabc за нижней границей НДЗ;Код события;№№;Pabc за нижней границей НДЗ;;;measure;Pabc за нижней границей НДЗ;0;0;;-;;1478;2
1300071;ПК ЗАРЯ;Pabc в диапазоне НДЗ;Код события;№№;Pabc в диапазоне НДЗ;;;measure;Pabc в диапазоне НДЗ;0;0;;-;;1479;2
1300072;ПК ЗАРЯ;Pabc за верхней границей НДЗ;Код события;№№;Pabc за верхней границей НДЗ;;;measure;Pabc за верхней границей НДЗ;0;0;;-;;1480;2
1300073;ПК ЗАРЯ;Qabc за нижней границей нормально допустимых значений ;Код события;№№;Qabc за нижней границей нормально допустимых значений ;;;measure;Qabc за нижней границей нормально допустимых значений ;0;0;;-;;1481;2
1300074;ПК ЗАРЯ;Qabc в диапазоне нормально допустимых значений ;Код события;№№;Qabc в диапазоне нормально допустимых значений ;;;measure;Qabc в диапазоне нормально допустимых значений ;0;0;;-;;1482;2
1300075;ПК ЗАРЯ;Qabc за верхней границей нормально допустимых значений ;Код события;№№;Qabc за верхней границей нормально допустимых значений ;;;measure;Qabc за верхней границей нормально допустимых значений ;0;0;;-;;1483;2
1300076;ПК ЗАРЯ;Ia за нижней границей НДЗ;Код события;№№;Ia за нижней границей НДЗ;;;measure;Ia за нижней границей НДЗ;0;0;;-;;1484;2
1300077;ПК ЗАРЯ;Ia в диапазоне нормально допустимых значений;Код события;№№;Ia в диапазоне нормально допустимых значений;;;measure;Ia в диапазоне нормально допустимых значений;0;0;;-;;1485;2
1300078;ПК ЗАРЯ;Ia за верхней границей НДЗ;Код события;№№;Ia за верхней границей НДЗ;;;measure;Ia за верхней границей НДЗ;0;0;;-;;1486;2
1300079;ПК ЗАРЯ;Ib за нижней границей НДЗ;Код события;№№;Ib за нижней границей НДЗ;;;measure;Ib за нижней границей НДЗ;0;0;;-;;1487;2
1300080;ПК ЗАРЯ;Ib в диапазоне нормально допустимых значений;Код события;№№;Ib в диапазоне нормально допустимых значений;;;measure;Ib в диапазоне нормально допустимых значений;0;0;;-;;1488;2
1300081;ПК ЗАРЯ;Ib за верхней границей НДЗ;Код события;№№;Ib за верхней границей НДЗ;;;measure;Ib за верхней границей НДЗ;0;0;;-;;1490;2
1300082;ПК ЗАРЯ;Ic за нижней границей НДЗ;Код события;№№;Ic за нижней границей НДЗ;;;measure;Ic за нижней границей НДЗ;0;0;;-;;1491;2
1300083;ПК ЗАРЯ;Ic в диапазоне нормально допустимых значений;Код события;№№;Ic в диапазоне нормально допустимых значений;;;measure;Ic в диапазоне нормально допустимых значений;0;0;;-;;1495;2
1300084;ПК ЗАРЯ;Ic за верхней границей НДЗ;Код события;№№;Ic за верхней границей НДЗ;;;measure;Ic за верхней границей НДЗ;0;0;;-;;1496;2
1300085;ПК ЗАРЯ;Частота сети вне диапазона нормально допустимых значений;Код события;№№;Частота сети вне диапазона нормально допустимых значений;;;measure;Частота сети вне диапазона нормально допустимых значений;0;0;;-;;1500;2
1300086;ПК ЗАРЯ;Частота сети вне диапазона предельно допустимых значений;Код события;№№;Частота сети вне диапазона предельно допустимых значений;;;measure;Частота сети вне диапазона предельно допустимых значений;0;0;;-;;1501;2
1300087;ПК ЗАРЯ;Ua вне диапазона нормально допустимых значений ;Код события;№№;Ua вне диапазона нормально допустимых значений ;;;measure;Ua вне диапазона нормально допустимых значений ;0;0;;-;;1502;2
1300088;ПК ЗАРЯ;Ua вне диапазона предельно допустимых значений ;Код события;№№;Ua вне диапазона предельно допустимых значений ;;;measure;Ua вне диапазона предельно допустимых значений ;0;0;;-;;1503;2
1300089;ПК ЗАРЯ;Ub вне диапазона нормально допустимых значений ;Код события;№№;Ub вне диапазона нормально допустимых значений ;;;measure;Ub вне диапазона нормально допустимых значений ;0;0;;-;;1504;2
1300090;ПК ЗАРЯ;Ub вне диапазона предельно допустимых значений ;Код события;№№;Ub вне диапазона предельно допустимых значений ;;;measure;Ub вне диапазона предельно допустимых значений ;0;0;;-;;1505;2
1300091;ПК ЗАРЯ;Uc вне диапазона нормально допустимых значений ;Код события;№№;Uc вне диапазона нормально допустимых значений ;;;measure;Uc вне диапазона нормально допустимых значений ;0;0;;-;;1506;2
1300092;ПК ЗАРЯ;Uc вне диапазона предельно допустимых значений ;Код события;№№;Uc вне диапазона предельно допустимых значений ;;;measure;Uc вне диапазона предельно допустимых значений ;0;0;;-;;1507;2
1300093;ПК ЗАРЯ;Ошибка в конфигурации СЭЭ;Код события;№№;Ошибка в конфигурации СЭЭ;;;measure;Ошибка в конфигурации СЭЭ;0;0;;-;;1508;2
1300094;ПК ЗАРЯ;Данная модификация счетчика не поддерживается текущей версией ПО;Код события;№№;Данная модификация счетчика не поддерживается текущей версией ПО;;;measure;Данная модификация счетчика не поддерживается текущей версией ПО;0;0;;-;;1509;2
1300095;ПК ЗАРЯ;Подтверждение выдачи телекоманды на счетчик ;Код события;№№;Подтверждение выдачи телекоманды на счетчик ;;;measure;Подтверждение выдачи телекоманды на счетчик ;0;0;;-;;1510;2
1300096;ПК ЗАРЯ;Напряжение прямой последовательности за нижней границей нормально допустимых значений;Код события;№№;Напряжение прямой последовательности за нижней границей нормально допустимых значений;;;measure;Напряжение прямой последовательности за нижней границей нормально допустимых значений;0;0;;-;;1511;2
1300097;ПК ЗАРЯ;Напряжение прямой последовательности в диапазоне нормально допустимых значений;Код события;№№;Напряжение прямой последовательности в диапазоне нормально допустимых значений;;;measure;Напряжение прямой последовательности в диапазоне нормально допустимых значений;0;0;;-;;1512;2
1300098;ПК ЗАРЯ;Напряжение прямой последовательности за верхней границей нормально допустимых значений;Код события;№№;Напряжение прямой последовательности за верхней границей нормально допустимых значений;;;measure;Напряжение прямой последовательности за верхней границей нормально допустимых значений;0;0;;-;;1513;2
1300099;ПК ЗАРЯ;Напряжение прямой последовательности за нижней границей предельно допустимых значений;Код события;№№;Напряжение прямой последовательности за нижней границей предельно допустимых значений;;;measure;Напряжение прямой последовательности за нижней границей предельно допустимых значений;0;0;;-;;1514;2
1300100;ПК ЗАРЯ;Напряжение прямой последовательности в диапазоне предельно допустимых значений;Код события;№№;Напряжение прямой последовательности в диапазоне предельно допустимых значений;;;measure;Напряжение прямой последовательности в диапазоне предельно допустимых значений;0;0;;-;;1515;2
1300101;ПК ЗАРЯ;Напряжение прямой последовательности за верхней границей предельно допустимых значений;Код события;№№;Напряжение прямой последовательности за верхней границей предельно допустимых значений;;;measure;Напряжение прямой последовательности за верхней границей предельно допустимых значений;0;0;;-;;1516;2
1300102;ПК ЗАРЯ;Напряжение прямой последовательности вне диапазона нормально допустимых значений ;Код события;№№;Напряжение прямой последовательности вне диапазона нормально допустимых значений ;;;measure;Напряжение прямой последовательности вне диапазона нормально допустимых значений ;0;0;;-;;1517;2
1300103;ПК ЗАРЯ;Напряжение прямой последовательности вне диапазона предельно допустимых значений ;Код события;№№;Напряжение прямой последовательности вне диапазона предельно допустимых значений ;;;measure;Напряжение прямой последовательности вне диапазона предельно допустимых значений ;0;0;;-;;1518;2
1300104;ПК ЗАРЯ;Доступ заблокирован по превышению предела отказов в доступе;Код события;№№;Доступ заблокирован по превышению предела отказов в доступе;;;measure;Доступ заблокирован по превышению предела отказов в доступе;0;0;;-;;1519;2
1300105;ПК ЗАРЯ;Сброс EEPROM;Код события;№№;Сброс EEPROM;;;measure;Сброс EEPROM;0;0;;-;;1520;2
1300106;ПК ЗАРЯ;Сброс показаний;Код события;№№;Сброс показаний;;;measure;Сброс показаний;0;0;;-;;1521;2
1300107;ПК ЗАРЯ;Сброс профиля;Код события;№№;Сброс профиля;;;measure;Сброс профиля;0;0;;-;;1522;2
1300108;ПК ЗАРЯ;Сброс пароля;Код события;№№;Сброс пароля;;;measure;Сброс пароля;0;0;;-;;1523;2
1300109;ПК ЗАРЯ;СОЕВ Изменение корректора суточного хода часов;Код события;№№;СОЕВ Изменение корректора суточного хода часов;;;measure;СОЕВ Изменение корректора суточного хода часов;0;0;;-;;1524;2
1300110;ПК ЗАРЯ;Изменение коэффициента трансформации;Код события;№№;Изменение коэффициента трансформации;;;measure;Изменение коэффициента трансформации;0;0;;-;;1525;2
1300111;ПК ЗАРЯ;Изменение периода интегрирования;Код события;№№;Изменение периода интегрирования;;;measure;Изменение периода интегрирования;0;0;;-;;1526;2
1300112;ПК ЗАРЯ;Установка даты и времени;Код события;№№;Установка даты и времени;;;measure;Установка даты и времени;0;0;;-;;1527;2
1300113;ПК ЗАРЯ;Изменение времени ;Код события;№№;Изменение времени ;;;measure;Изменение времени ;0;0;;-;;1528;2
1300114;ПК ЗАРЯ;Перезагрузка;Код события;№№;Перезагрузка;;;measure;Перезагрузка;0;0;;-;;1529;2
1300115;ПК ЗАРЯ;Перезагрузка по сторожевому таймеру;Код события;№№;Перезагрузка по сторожевому таймеру;;;measure;Перезагрузка по сторожевому таймеру;0;0;;-;;1530;2
1300116;ПК ЗАРЯ;Перезагрузка по переполнению стека ;Код события;№№;Перезагрузка по переполнению стека ;;;measure;Перезагрузка по переполнению стека ;0;0;;-;;1531;2
1300117;ПК ЗАРЯ;Перезагрузка по опустошению стека;Код события;№№;Перезагрузка по опустошению стека;;;measure;Перезагрузка по опустошению стека;0;0;;-;;1532;2
1300118;ПК ЗАРЯ;СОЕВ Отправлена команда установки корректора хода часов;Код события;№№;СОЕВ Отправлена команда установки корректора хода часов;;;measure;СОЕВ Отправлена команда установки корректора хода часов;0;0;;-;;1533;2
1300119;ПК ЗАРЯ;Начало поиска недостающих данных ;Код события;№№;Начало поиска недостающих данных ;;;measure;Начало поиска недостающих данных ;0;0;;-;;1534;2
1300120;ПК ЗАРЯ;Ошибка в структуре ответа СЭЭ;Код события;№№;Ошибка в структуре ответа СЭЭ;;;measure;Ошибка в структуре ответа СЭЭ;0;0;;-;;1535;2
1300121;ПК ЗАРЯ;Ошибка преобразования расширенного профиля в старый;Код события;№№;Ошибка преобразования расширенного профиля в старый;;;measure;Ошибка преобразования расширенного профиля в старый;0;0;;-;;1536;2
1300122;ПК ЗАРЯ;Ошибка в алгоритмах ПО;Код события;№№;Ошибка в алгоритмах ПО;;;measure;Ошибка в алгоритмах ПО;0;0;;-;;1537;2
1300123;ПК ЗАРЯ;Корректировка уставок на счетчике;Код события;№№;Корректировка уставок на счетчике;;;measure;Корректировка уставок на счетчике;0;0;;-;;1538;2
1300124;ПК ЗАРЯ;Реверс энергии ;Код события;№№;Реверс энергии ;;;measure;Реверс энергии ;0;0;;-;;1539;2
1300125;ПК ЗАРЯ;Перегрузка по току ;Код события;№№;Перегрузка по току ;;;measure;Перегрузка по току ;0;0;;-;;1540;2
1300126;ПК ЗАРЯ;Ошибка работы PLС (МП-04) ;Код события;№№;Ошибка работы PLС (МП-04) ;;;measure;Ошибка работы PLС (МП-04) ;0;0;;-;;1541;2
1300127;ПК ЗАРЯ;Группа кодов состояния КП;Код события;№№;Группа кодов состояния КП;;;measure;Группа кодов состояния КП;0;0;;-;;1542;2
1300128;ПК ЗАРЯ;Группа кодов действий КП ;Код события;№№;Группа кодов действий КП ;;;measure;Группа кодов действий КП ;0;0;;-;;1543;2
1300129;ПК ЗАРЯ;Вскрытия корпуса счетчика ;Код события;№№;Вскрытия корпуса счетчика ;;;measure;Вскрытия корпуса счетчика ;0;0;;-;;1544;2
1300130;ПК ЗАРЯ;Вход ТС включен ;Код события;№№;Вход ТС включен ;;;measure;Вход ТС включен ;0;0;;-;;1545;2
1300131;ПК ЗАРЯ;Вход ТС отключен;Код события;№№;Вход ТС отключен;;;measure;Вход ТС отключен;0;0;;-;;1546;2
1300132;ПК ЗАРЯ;Выход ТУ включен;Код события;№№;Выход ТУ включен;;;measure;Выход ТУ включен;0;0;;-;;1547;2
1300133;ПК ЗАРЯ;Выход ТУ отключен;Код события;№№;Выход ТУ отключен;;;measure;Выход ТУ отключен;0;0;;-;;1548;2
1300134;ПК ЗАРЯ;Объект ТУ включен ;Код события;№№;Объект ТУ включен ;;;measure;Объект ТУ включен ;0;0;;-;;1549;2
1300135;ПК ЗАРЯ;Объект ТУ отключен ;Код события;№№;Объект ТУ отключен ;;;measure;Объект ТУ отключен ;0;0;;-;;1550;2
1300136;ПК ЗАРЯ;Недостаточный уровень доступа для выполнения команды;Код события;№№;Недостаточный уровень доступа для выполнения команды;;;measure;Недостаточный уровень доступа для выполнения команды;0;0;;-;;1551;2
1300137;ПК ЗАРЯ;Группа кодов событий в формате СЭЭ;Код события;№№;свободно;;;measure;свободно;0;0;;-;;1552;2
1300138;ПК ЗАРЯ;Прочитан запрошенный файл из ИУ в контроллер;Код события;№№;Прочитан запрошенный файл из ИУ в контроллер;;;measure;Прочитан запрошенный файл из ИУ в контроллер;0;0;;-;;1553;2
1300139;ПК ЗАРЯ;Шум в канале связи СЭЭ;Код события;№№;Шум в канале связи СЭЭ;;;measure;Шум в канале связи СЭЭ;0;0;;-;;1554;2
1300140;ПК ЗАРЯ;Несоответствие расхода по показаниям с расходом по профилю СЭЭ;Код события;№№;Несоответствие расхода по показаниям с расходом по профилю СЭЭ;;;measure;Несоответствие расхода по показаниям с расходом по профилю СЭЭ;0;0;;-;;1555;2
1300141;ПК ЗАРЯ;Группа кодов состояния СЭЭ;Код события;№№;Группа кодов состояния СЭЭ;;;measure;Группа кодов состояния СЭЭ;0;0;;-;;1559;2
1300142;ПК ЗАРЯ;Группа кодов конфигурации СЭЭ;Код события;№№;Группа кодов конфигурации СЭЭ;;;measure;Группа кодов конфигурации СЭЭ;0;0;;-;;1560;2
1300143;ПК ЗАРЯ;Идентификатор СЭЭ;Код события;№№;Идентификатор СЭЭ;;;measure;Идентификатор СЭЭ;0;0;;-;;1561;2
1300144;ПК ЗАРЯ;Тип адресации ПО ;Код события;№№;Тип адресации ПО ;;;measure;Тип адресации ПО ;0;0;;-;;1562;2
1300145;ПК ЗАРЯ;Разница времени СЭЭ и ИВКЭ;Код события;№№;Разница времени СЭЭ и ИВКЭ;;;measure;Разница времени СЭЭ и ИВКЭ;0;0;;-;;1563;2
1300146;ПК ЗАРЯ;Текущее время СЭЭ и смещение от GMT;Код события;№№;Текущее время СЭЭ и смещение от GMT;;;measure;Текущее время СЭЭ и смещение от GMT;0;0;;-;;1564;2
1300147;ПК ЗАРЯ;Текущий обработанный срез и состояние по СЭЭ;Код события;№№;Текущий обработанный срез и состояние по СЭЭ;;;measure;Текущий обработанный срез и состояние по СЭЭ;0;0;;-;;1565;2
1300148;ПК ЗАРЯ;СОЕВ Произведена коррекция времени (в мс);Код события;№№;СОЕВ Произведена коррекция времени (в мс);;;measure;СОЕВ Произведена коррекция времени (в мс);0;0;;-;;1566;2
1300149;ПК ЗАРЯ;СОЕВ Отправлена отложенная коррекция времени в мс / Установка корректора суточного хода в мс ;Код события;№№;СОЕВ Отправлена отложенная коррекция времени в мс / Установка корректора суточного хода в мс ;;;measure;СОЕВ Отправлена отложенная коррекция времени в мс / Установка корректора суточного хода в мс ;0;0;;-;;1567;2
1300150;ПК ЗАРЯ;СОЕВ Отправлена установка времени СЭЭ утилитой на хх минут;Код события;№№;СОЕВ Отправлена установка времени СЭЭ утилитой на хх минут;;;measure;СОЕВ Отправлена установка времени СЭЭ утилитой на хх минут;0;0;;-;;1568;2
1300151;ПК ЗАРЯ;Выдана команда объекту ТУ: Включить ;Код события;№№;Выдана команда объекту ТУ: Включить ;;;measure;Выдана команда объекту ТУ: Включить ;0;0;;-;;1569;2
1300152;ПК ЗАРЯ;Выдана команда объекту ТУ: Отключить;Код события;№№;Выдана команда объекту ТУ: Отключить;;;measure;Выдана команда объекту ТУ: Отключить;0;0;;-;;1570;2
1300153;ПК ЗАРЯ;Выдана команда выходу ТУ: Включить ;Код события;№№;Выдана команда выходу ТУ: Включить ;;;measure;Выдана команда выходу ТУ: Включить ;0;0;;-;;1571;2
1300154;ПК ЗАРЯ;Выдана команда выходу ТУ: Отключить;Код события;№№;Выдана команда выходу ТУ: Отключить;;;measure;Выдана команда выходу ТУ: Отключить;0;0;;-;;1572;2
